,NetReturn%,Sharpe
Strategy1,-20.330451031821063,-0.02885202624755319
Strategy2,149.2079255326617,0.1323611115605398
Strategy3,73.84749938859973,0.06879083761437174
Strategy4,46.06085269924098,0.05908469393815873
Strategy5,-5.001400046210147,0.004224874706267932
